filename,question_1a_health_policy,question_1a_confidence,question_1a_explanation,question_1b_ghpl_categories,question_1b_confidence,question_1b_explanation,metadata_extracted,title,doc_type,health_topic,creator,year,country,language,governance_level,overall_confidence,metadata_completeness,processing_time_seconds,processed,error_message
Cardiac-Rehab-Use-Surveillance-Guidance-508.pdf,True,0.95,"This document is authored/hosted by Million Hearts® with a main contact at the CDC (Division for Heart Disease and Stroke Prevention, National Center for Chronic Disease Prevention and Health Promotion). It is therefore from an authoritative government public health source (CDC).",True,0.85,"The document is an official surveillance methodology / technical guidance for public health practice describing standardized methods, codes, inclusion/exclusion criteria, and measures for cardiac rehabilitation surveillance. This type of formal technical guidance aligns best with the GHPL 'GUIDELINE' category (public health/technical guideline), rather than a policy, law, strategy, control plan, or action plan.",True,Million Hearts Outpatient Cardiac Rehabilitation Use Surveillance Methodology,Health Guideline,Cardiovascular Health,Agency,2025,United States,English,,0.91,1.0,32.25584292411804,True,
Zambia-2024-Fact-Sheet.pdf,True,0.98,"This document is published by the U.S. Centers for Disease Control and Prevention (CDC) and describes CDC activities in Zambia in partnership with the Zambia Ministry of Health and the Zambia National Public Health Institute. CDC is an authoritative government public health agency, and the content relates to national public health systems and programs.",False,0.95,"The document is a CDC program overview / fact sheet describing activities, accomplishments, and program areas (e.g., HIV, TB, malaria, workforce development). It does not set policy, create law, present a national strategy or control plan, outline an implementation/action plan with timelines/responsibilities, or present evidence-based clinical/public health guidelines. Therefore it does not fit any of the six GHPL categories.",False,,,,,,,,,,,11.391007900238037,True,
SEIB-Cancer-Only-20230101.pdf,True,0.95,"The document is issued by the State Employees’ Insurance Board (SEIB) of Alabama and includes official contact details and an effective date. SEIB is a government agency/official health insurer for state employees, so this is an authoritative source (government/official health authority). The document contains formal administrative content (insurance policy, privacy notice, COBRA information) administered by Southland Benefit Solutions.",False,0.95,"This is an organizational insurance/benefits policy and privacy notice for state employees (a cancer insurance policy and related administrative rules). It does not match the six GHPL categories: it is not a national-level policy framework, binding law/regulation, national health strategy, national disease control plan, action plan with implementation timelines, or an evidence-based clinical/public health guideline. It is an administrative/benefits document.",False,,,,,,,,,,,17.159006357192993,True,
6603.pdf,True,0.95,"This is from NIOSH (National Institute for Occupational Safety and Health), a U.S. federal government public health agency (DHHS/CDC). The document is part of the NIOSH Manual of Analytical Methods (NMAM), an authoritative government source for occupational exposure measurement methods.",False,0.9,"The document is a technical analytical method / laboratory procedure for sampling and measuring carbon dioxide (NMAM Method 6603). It does not present a policy, law, national strategy, control plan, action plan, or an evidence-based clinical/public-health guideline as defined by GHPL; it is a technical/specification manual and therefore does not fit the six GHPL categories.",False,,,,,,,,,,,7.525355577468872,True,
Guide to access the National AMR Surveillance Dashboard.pdf,True,0.95,"The document is produced by the National Institute for Communicable Diseases (NICD) / Division of the National Health Laboratory Service and references the Department of Health, Republic of South Africa — national public health institutes/authorities. Content concerns national AMR surveillance and the National Action Plan (NAP) context, so it is from an authoritative health source.",False,0.9,"This document is an operational/surveillance guidance and user manual describing AMR surveillance data, dashboard access, and limitations. It does not constitute a POLICY, LAW, NATIONAL HEALTH STRATEGY, NATIONAL CONTROL PLAN, ACTION PLAN, or an evidence-based clinical/public-health GUIDELINE. It is essentially a data/surveillance report and access manual rather than one of the six GHPL document types.",False,,,,,,,,,,,8.25505256652832,True,
KENYA_NATIONAL_CANCER_CONTROL_STRATEGY_2017-2022_1.pdf,True,0.95,"This is an official Ministry of Health (Kenya) publication (National Cancer Control Strategy 2017–2022) with ministry letterhead/logo and ministerial foreword and signatories, indicating it is from an authoritative national health authority.",True,0.95,"The document is a national, disease-specific strategic plan that sets vision, goals, strategic pillars, roles and an implementation framework for cancer control — matching the definition of a National Control Plan (National Cancer Control Strategy).",True,National Cancer Control Strategy 2017-2022,National Control Plan,Cancer,Ministry,2017,Kenya,English,,0.97,1.0,33.897034883499146,True,
Nigeria_national_health_promotion_policy_feb2006.pdf,True,0.98,"The document is published by the Federal Ministry of Health, Nigeria (cover shows ministry name and national coat of arms) and contains a ministerial foreword signed by the Honourable Minister of Health. It has the structure and tone of an official government health policy document.",True,0.96,"The title and contents identify it as the “National Health Promotion Policy.” The table of contents and chapters outline policy objectives, roles/responsibilities, resource and monitoring arrangements — matching the definition of a formal national POLICY.",True,National Health Promotion Policy,Policy,,Ministry,2006,Nigeria,English,,0.915,0.875,29.61863398551941,True,
National-clinical-guideline-no-25-diagnosis-staging-and-treatment-of-patients-with-rec.pdf,True,0.95,"This is an official National Clinical Guideline produced/endorsed by the Department of Health (Ireland) and the National Clinical Effectiveness Committee / National Cancer Control Programme. It carries ministerial/departmental branding, formal publication details and describes evidence synthesis and guideline development processes, indicating an authoritative health source.",True,0.95,"The document is explicitly titled 'National Clinical Guideline No. 25' and provides evidence-based recommendations for diagnosis, staging and treatment of rectal cancer — matching the GHPL 'GUIDELINE' category. It is not a law, policy, strategy or action plan.",True,"Diagnosis, Staging and Treatment of Patients with Rectal Cancer",Health Guideline,Cancer,Ministry,2020,Ireland,English,,0.97,1.0,29.917264223098755,True,
The_Kenya_Health_Data_Collabo_rative_€_Conference_Report.pdf,True,0.95,"This is an official Ministry of Health document for Kenya (Republic of Kenya crest and “Ministry of Health” on the cover, foreword signed by the Principal Secretary and references to national sector plans). It is a government-led health sector report/roadmap produced with WHO and other UN/partner involvement, so it qualifies as an authoritative health source.",True,0.9,"The document functions as an implementation roadmap/action-oriented plan: it contains specific result areas, activities, organisational support and timelines, quick wins and Technical Working Group workplans. Those features match the GHPL definition of an ACTION PLAN (steps, timelines, responsibilities) rather than a law, pure policy statement, or clinical guideline. Note: the file is also a conference report, but its core content is a national-level M&E roadmap/action plan.",True,One Monitoring and Evaluation Framework for the Health Sector in Kenya,National Health Strategy,,Ministry,2016,Kenya,English,,0.909,0.875,31.398874282836914,True,
APC_COVID-19_inpatient Dec 2020.pdf,True,0.95,This is an official clinical guidance document for inpatient COVID-19 care in South Africa. The file bears the South African Department of Health branding and states it was developed by the University of Cape Town Knowledge Translation Unit in collaboration with the South African National Department of Health and aligned to NDoH/NICD clinical management guidance — indicating an authoritative health source.,True,0.9,"The document provides evidence‑based clinical management and operational guidance for treating adults with suspected or confirmed COVID-19 in inpatient settings (versioned, procedural, includes diagnostics, treatment, palliative care). This matches the GHPL definition of a GUIDELINE (clinical/public health practice guidance), not a policy, law, strategy, or action plan.",True,COVID-19 Guidance for Managing Adults in an Inpatient Setting,Health Guideline,,Ministry,2020,South Africa,English,,0.893,0.875,32.58081650733948,True,
CV_JD_Portz_2024-1-3.pdf,False,0.95,"This is an individual academic curriculum vitae for Jennifer Dickman Portz, PhD, MSW, affiliated with the University of Colorado and other academic/research organizations. It is not issued by a government body, national public health institute, WHO/UN agency, or a professional medical society acting in an official policy-setting capacity.",False,0.95,"The document is a CV/resume listing education, publications, presentations, grants, and teaching. It does not contain a formal policy, law, national strategy, national control plan, action plan, or evidence-based clinical/public health guideline.",False,,,,,,,,,,,7.267190933227539,True,
Advertising-Policy-for-Professional-Heart-Daily-Website-and-Science-News-eNewsletter.pdf,True,0.95,"This document is from the American Heart Association (AHA), a major professional medical society and authoritative health organization that issues standards and policies for clinical and professional audiences.",False,0.9,"Although titled a 'Policy and Procedure' for AHA digital properties, the document is an internal organizational advertising policy/procedure. It is not a public health policy, law, national strategy, disease control plan, implementation action plan, or evidence-based clinical/public-health guideline as defined by the GHPL categories.",False,,,,,,,,,,,17.55052876472473,True,
347136_79_Ringworm_FS_F.pdf,True,0.95,"This is a patient-education infographic produced by the U.S. Centers for Disease Control and Prevention (CDC) — a national government public health authority. It includes the CDC logo and a cdc.gov URL, indicating an authoritative health source.",False,0.95,"The document is an educational/fact-sheet infographic about preventing ringworm aimed at the public. It does not present a policy, law, national strategy, control plan, action plan, or formal evidence-based guideline, so it does not fit the six GHPL categories.",False,,,,,,,,,,,11.926026582717896,True,
Projections-of-CVD-Prevalence-and-Costs-2015-2035.pdf,True,0.95,"The report was prepared for the American Heart Association (a major professional medical society) and produced by RTI International. The AHA is an authoritative health organization that issues standards and policy-relevant guidance, and the document addresses national cardiovascular disease burden and costs.",False,0.95,"This is a technical/projection report (research/economic analysis) rather than a formal policy, law, national health strategy, national control plan, action plan, or evidence-based clinical/public health guideline. It provides projections and analysis but does not set goals, regulatory rules, implementation steps, or clinical recommendations.",False,,,,,,,,,,,9.193701982498169,True,
24_0110.pdf,True,0.95,"This is a peer-reviewed guest editorial published in Preventing Chronic Disease by the Centers for Disease Control and Prevention (NCCDPHP), a U.S. federal public health agency — an authoritative government health source.",False,0.9,"The document is an editorial/commentary and collection introduction about GIS mapping and chronic disease, not a formal policy, law, national strategy, control plan, action plan, or evidence-based guideline.",False,,,,,,,,,,,6.270097017288208,True,
Decision-Making-Form-508.pdf,True,0.95,"This document is a decision-making form that references and links to CDC guidance (https://www.cdc.gov/nceh/...), indicating it originates from the U.S. Centers for Disease Control and Prevention, a national government public health agency—an authoritative health source.",True,0.95,"The content is a structured, evidence-informed decision form and action guidance for examining unusual cancer patterns and environmental concerns, matching the definition of a public health GUIDELINE (formal advisory statements to guide public health practice). It is not a law, policy statement, or mere data report.",True,Decision Making Form for Examining Unusual Patterns of Cancer and Environmental Concerns,Health Guideline,Cancer,Agency,,United States,English,,0.839,0.875,33.9285249710083,True,
1501.pdf,True,0.95,"This document is the NIOSH Manual of Analytical Methods (NMAM), Method 1501. NIOSH (National Institute for Occupational Safety and Health) is a U.S. federal public health institute within CDC/NIOSH, an authoritative government health agency that issues official occupational health standards and methods.",True,0.85,"The document is an official, standardized analytical method/SOP for occupational exposure monitoring (sampling, analysis, calibration, QA). That makes it an official technical guideline (fits the GUIDELINE category: a formally issued procedural guidance/standard operating procedure for public/occupational health practice).",True,"NIOSH Manual of Analytical Methods (NMAM), Fourth Edition — Hydrocarbons, Aromatic: Method 1501",,,Agency,2003,United States,English,,0.884,0.75,37.15135049819946,True,
CT-Surgery-Objectives.1.11-1.pdf,False,0.95,"This text is a residency training document (goals and objectives for PGY‑1 and PGY‑3 cardiothoracic surgery). It reads like an internal educational/curriculum document from a hospital or academic surgical department rather than a government ministry, WHO/UN agency, national public health institute, or a professional society issuing official standards or policy.",False,0.9,"The content is an educational curriculum/learning objectives for a training program, not a POLICY, LAW, NATIONAL STRATEGY, NATIONAL CONTROL PLAN, ACTION PLAN, or an evidence‑based clinical GUIDELINE. It lacks official approval language, implementation timelines, legal force, or systematic evidence‑review typical of GHPL categories.",False,,,,,,,,,,,15.225147247314453,True,
PAD_PEAR_508.pdf,True,0.99,"The report is published by the Centers for Disease Control and Prevention (CDC), National Center for Chronic Disease Prevention and Health Promotion, Division for Heart Disease and Stroke Prevention — an authoritative national public health agency.",False,0.96,"This is an evidence assessment/report (Policy Evidence Assessment Report) summarizing and evaluating evidence about Public Access Defibrillation laws and interventions. It is not a formal policy statement, law/regulation, national health strategy, national control plan, implementation/action plan, or an official clinical/public health guideline.",False,,,,,,,,,,,19.627928256988525,True,
E28400v10P10030400public00BOX361532B.pdf,True,0.95,"This is an official Social Assessment Report and Equity Action Plan for the UP Health Systems Strengthening Project (UPHSSP) and is linked to the Department of Health & Family Welfare, Government of Uttar Pradesh (includes project/version identifiers and public disclosure statements). It is therefore from an authoritative government health source.",True,0.9,"The document contains an Equity Action Plan Matrix with concrete activities, assigned responsibilities, timelines and monitoring items for project subcomponents—i.e., a formal implementation/action plan. It is not a law, national strategy, or clinical guideline.",True,Updated Social Assessment Report and Equity Action Plan for UP Health Systems Strengthening Project (UPHSSP),Action Plan,,Ministry,2011,India,English,,0.883,0.875,32.07075500488281,True,
Trogdon_khavjou.pdf,False,0.9,"The document is an RTI International ‘Prominent Publications Summary’ that summarizes a Circulation article titled as an American Heart Association policy statement. RTI is a research institute (non-governmental) and the file presented is a publication summary / research projection rather than an official document issued by a government, ministry, WHO/UN agency, or an authoritative issuing body. Although it references an AHA policy statement, the document itself is not the original, official policy instrument from a professional society or public health authority.",False,0.9,"This is a research/forecasting article summary (and references a journal ‘policy statement’/research paper). It does not present a formal policy, binding law, national strategy, national control plan, implementation action plan, or evidence-based clinical/public-health guideline as defined by the GHPL categories. Therefore it does not fit any of the six GHPL document types.",False,,,,,,,,,,,11.396476984024048,True,
Heart-failure-guidelines-2018.pdf,True,0.95,"This is a jointly developed clinical guideline from recognised professional medical organisations (National Heart Foundation of Australia and the Cardiac Society of Australia and New Zealand), published in a peer-reviewed journal and intended to guide clinical practice. These are authoritative health bodies that set practice standards.",True,0.98,"The document is explicitly titled and structured as evidence-based guidelines for prevention, detection and management of heart failure (clinical recommendations, GRADE ratings, sections on diagnosis and treatment). It matches the GUIDELINE category.",True,"National Heart Foundation of Australia and Cardiac Society of Australia and New Zealand: Guidelines for the Prevention, Detection, and Management of Heart Failure in Australia 2018",Health Guideline,Cardiovascular Health,Foundation,2018,Australia,English,,0.945,1.0,43.776665687561035,True,
About-breast-cancer-national-clinical-guideline.pdf,True,0.95,"The document is an official National Clinical Guideline produced by the NCEC and the National Cancer Control Programme, references the Department of Health (DoHC), National Screening Service and shows ministerial launch—indicating government/official health authority origin.",True,0.95,"The text explicitly identifies itself as a National Clinical Guideline for breast cancer covering diagnosis, staging and treatment and intended to guide clinical practice; this matches the GUIDELINE category.",True,Breast Cancer National Clinical Guideline,Health Guideline,Cancer,Agency,2015,Ireland,English,,0.93,1.0,31.215675830841064,True,
IRL_D1aic_s21_Links_to_Cancer_Guidelines_2021.pdf,True,0.95,"Links point to hse.ie (Health Service Executive, Ireland) — the national public health authority/health service; content is official cancer guidance and protocols provided by a government health body.",True,0.9,"The links reference clinical cancer guidelines, GP referral guidance, chemotherapy protocols and COVID-specific cancer guidance — these are evidence-based clinical/public-health guidelines (GHPL category: GUIDELINE).",True,Links to Cancer Guidelines,Health Guideline,Cancer,Agency,2021,Ireland,English,,0.865,1.0,21.182993412017822,True,
24_0264.pdf,True,0.95,"This is a peer‑reviewed research article published in the CDC journal Preventing Chronic Disease (Centers for Disease Control and Prevention), an authoritative national public health source.",False,0.95,"This is original research (cross‑sectional analysis) on perceived health status among people with CVD. It does not contain a policy, law, national strategy, national control plan, action plan, or official guideline; it reports study methods, results, and discussion rather than prescriptive or implementation directives.",False,,,,,,,,,,,19.01694369316101,True,
Cochrane_advocacy_decision_making_framework.pdf,False,0.9,"This is a Cochrane document (an international non‑profit NGO known for evidence syntheses). It is not a government/WHO/national public health institute or professional regulatory authority, so it does not meet the specified definition of an authoritative health source.",False,0.9,"The document is an internal advocacy decision‑making framework/checklist rather than a formal policy, law, national strategy, control plan, action plan, or evidence‑based clinical/public health guideline. Frameworks/toolkits are listed as non‑qualifying in the GHPL criteria.",False,,,,,,,,,,,10.469034910202026,True,
Mpac_report_march_2013.pdf,True,0.95,This document is produced by the WHO Global Malaria Programme and the WHO Malaria Policy Advisory Committee (MPAC) and published as an official WHO/MPAC meeting report in Malaria Journal. It originates from an authoritative global public health agency (WHO) and summarizes official committee discussions and recommendations.,False,0.9,"The document is a meeting report summarizing MPAC discussions, conclusions and recommendations. It is not itself a formal policy, law, national health strategy, national control plan, action plan, or an evidence-based guideline. Meeting reports and conference proceedings are explicitly excluded from the six GHPL categories.",False,,,,,,,,,,,12.575978517532349,True,
Bulk-up-your-meals-niuean.pdf,False,0.85,"This is a public education brochure (Niuean language) produced by Heart Foundation and Pacific Heartbeat — charitable/NGO health promotion organizations, not a government ministry, WHO, or statutory health authority. It appears to be a community health promotion/education piece rather than an official policy document.",False,0.95,"The content is a patient/public education brochure with meal suggestions and images — an informational/health-promotion leaflet. It is not a Policy, Law, National Health Strategy, National Control Plan, Action Plan, or formally developed clinical/public-health Guideline.",False,,,,,,,,,,,10.167259931564331,True,
3364-102-03.pdf,False,0.9,"This is an internal institutional policy from University of Toledo Medical Center (UTMC)/UT Health — an individual hospital/health system document with local scope and approving signatures from hospital leadership. It is not from a national government, WHO/UN agency, national public health institute, or professional society, so per the provided criteria it is not considered an authoritative national-level health source.",True,0.95,"The document is explicitly titled and structured as a Policy (policy number, approving officers, effective date, scope, purpose, and procedures). It sets operational rules and responsibilities for observers and medical sales representatives in the Cardiovascular/EP Lab, matching the GHPL ""POLICY"" category rather than law, national strategy, control plan, action plan, or evidence-based clinical guideline.",False,,,,,,,,,,,18.60126566886902,True,
ZAF_B24_S23_R3337-Draft-Labelling-Regulations-21-April-2023-sc-compressed.pdf,True,0.95,"This is a Government Gazette publication from the Republic of South Africa, Department of Health, signed by the Minister of Health and issuing regulations under the Foodstuffs, Cosmetics and Disinfectants Act (Act No. 54 of 1972). It is an official health authority source (ministerial/legal instrument).",True,0.95,These are statutory regulations (Government Notice No. R.3337) that create binding requirements for labelling and advertising of foodstuffs under an Act — i.e. a legal instrument. This fits the 'LAW' category (regulations/statutory rules).,True,Regulations Relating to the Labelling and Advertising of Foodstuffs,Law,,Ministry,2023,South Africa,English,,0.888,0.875,34.575395345687866,True,
Multi.pdf,True,0.99,This is a Vaccine Information Statement (VIS) published by the U.S. Department of Health and Human Services / Centers for Disease Control and Prevention (CDC) — an official national public health agency. The document bears official headers/logos and provides authoritative vaccine information for the public.,False,0.95,"The document is a patient-facing vaccine information/education sheet (Vaccine Information Statement). It provides facts about vaccines, risks, and reporting but does not establish policy, law, a national strategy/control plan, action plan, or an evidence-based clinical guideline. Therefore it does not fit any of the six GHPL categories.",False,,,,,,,,,,,14.308878660202026,True,
Kenya-AFRICA-EAST-P152394-Transforming-Health-Systems-for-Universal-Care-Procurement-Plan.pdf,True,0.95,"Document is a Project Procurement Plan issued under the Ministry of Health (Government of Kenya) for the World Bank/IDA-supported Transforming Health Systems for Universal Care project, referencing government credit/grant agreements and Kiambu County as executing agency — i.e. an authoritative government health source.",False,0.95,"This is a procurement/implementation schedule for a project (goods, works, consulting services, timelines and procurement methods). It does not set policy, create law, present a national health strategy or control plan, nor is it a clinical/public health guideline or an action plan in the GHPL sense. Therefore it does not fit any of the six GHPL categories.",False,,,,,,,,,,,9.164833784103394,True,
Cancer-stratified-follow-up-handbook-v1-march-2020.pdf,True,0.95,"This is produced by NHS England and NHS Improvement (national health authority), includes NHS logo, national Cancer Programme authorship and formal foreword/approval references (March 2020). It is an official handbook for health and care systems.",True,0.9,"This document is an official NHS implementation handbook/guidance for personalised stratified follow-up pathways in cancer — i.e. a national clinical/operational guidance document that advises practice, protocols, audit and implementation. It functions as a GUIDELINE (formal advisory/implementation guidance), not a law, standalone national strategy, or pure data report.",True,Implementing Personalised Stratified Follow Up Pathways: A Handbook for Local Health and Care Systems,Policy,Cancer,Agency,2020,England,English,,0.925,1.0,36.80981683731079,True,
Cancer_Registry_functions._Malawi_Experience.pdf,True,0.8,"Slide presentation for the International Cancer Control Partnership ECHO Program by Dr Maurice Mulenga includes the Government of Malawi crest and discusses national cancer registries and Ministry of Health roles. This indicates government/official health affiliation, so it is from an authoritative health source.",False,0.9,"This is a presentation (slides) summarizing registry status, challenges and recommendations. It does not contain a formal policy, law, national strategy, control plan, action plan with timelines/responsibilities, or an evidence-based clinical guideline, so it does not fit any of the six GHPL categories.",False,,,,,,,,,,,24.274292469024658,True,
EACH-Plan-Final_130522.pdf,False,0.85,"Document is produced by the European Alliance for Cardiovascular Health (EACH), a multi‑stakeholder NGO/alliance of patient groups, professional societies, industry and research organisations. It is not an official government, ministry, WHO/UN agency, or national public health institute document, so it does not meet the definition of an authoritative health source in this assessment.",True,0.9,"The text sets a clear vision, goals (e.g. reduce premature CVD deaths by one third by 2030), priorities and recommended actions for EU institutions and Member States. It reads as a policy/strategic proposal for a European Cardiovascular Health Plan and Mission rather than a formal law, clinical guideline, or detailed implementation logframe. Therefore it fits the POLICY category.",False,,,,,,,,,,,17.283894062042236,True,
Cancer+Plan_2011-2015_Final_10.14.10_Bookmarked.pdf,True,0.9,"This is an official statewide comprehensive cancer control plan produced by the Maine Cancer Consortium in collaboration with the Maine Comprehensive Cancer Control Program and Maine Cancer Registry, and supported by a CDC cooperative agreement. It is a coordinated public-health planning document with government and national public-health partner involvement, so it qualifies as coming from an authoritative health source (quasi-official/state-level).",True,0.95,"The document is a multi-year statewide Comprehensive Cancer Control Plan (Maine Comprehensive Cancer Control Plan 2011–2015) that defines goals, priorities, and actions across the cancer continuum. It is a strategic disease-specific control plan, matching the GHPL category for a National/Regional Control Plan.",True,Maine Comprehensive Cancer Control Plan 2011-2015,National Control Plan,Cancer,Association,2010,United States,English,,0.925,1.0,32.344502687454224,True,
Cholesterol-poster-chinese.pdf,False,0.9,"This is a public-facing educational brochure about cholesterol produced by the Heart Foundation (a non-governmental heart charity). It contains patient information and prevention tips and lacks features of an authoritative government/WHO/national public health institute or official professional society policy document (no ministerial foreword, legal status, or clear policy mandate).",False,0.95,"This is a patient education/fact-sheet style leaflet (cholesterol risks and prevention). It does not constitute a POLICY, LAW, NATIONAL HEALTH STRATEGY, NATIONAL CONTROL PLAN, ACTION PLAN, or a formal evidence-based GUIDELINE as defined (no implementation timelines, responsibilities, legal authority, or systematic evidence-review guidance).",False,,,,,,,,,,,15.15113639831543,True,
Db233.pdf,True,0.98,"This is an NCHS Data Brief (No. 233) published by the CDC/National Center for Health Statistics, U.S. Department of Health & Human Services, using National Vital Statistics System data — an authoritative government public health source.",False,0.95,"This is a statistical/data brief reporting mortality trends and causes of death (2000–2014). It does not present a policy, law, national strategy, control plan, action plan, or evidence-based clinical/public health guideline, so it does not fit the six GHPL categories.",False,,,,,,,,,,,12.259942770004272,True,
6636.pdf,True,0.95,"This is produced by New York State Department of Health / New York State Tracking (contains NYS DOH logo and health.ny.gov URLs), a government public health authority — an authoritative health source.",False,0.95,"This document is an educational infographic / public-facing fact sheet about heat and health (informational materials). It does not contain a policy, law, national strategy, control plan, action plan, or systematically developed clinical/public-health guideline.",False,,,,,,,,,,,10.264002084732056,True,
Diseases-from-eating-seafood-with-algal-toxins_chart_508-1.pdf,True,0.98,"This document is produced by the U.S. Centers for Disease Control and Prevention (CDC), a national government public health agency (U.S. Department of Health and Human Services). It includes CDC branding, URL (cdc.gov), and is clearly from an authoritative health source.",False,0.95,"The content is an informational fact sheet/infographic describing illnesses, toxins, symptoms, and supportive care. It is public education material, not a formal policy, law, national strategy, control plan, action plan, or an evidence-based clinical/public health guideline as defined by the GHPL categories.",False,,,,,,,,,,,16.500428915023804,True,
AUS_B5_Attachment_A_-_National_Cancer_Work_Plan_(D15-557218).pdf,True,0.95,This is an official Australian government-level document (endorsed by COAG — Council of Australian Governments) produced via a National Cancer Expert Reference Group jointly chaired by the Commonwealth and Victoria and involving jurisdictional health representatives and peak cancer bodies. It is therefore from an authoritative health/government source.,True,0.92,"The document is a National Cancer Work Plan setting out national priorities, initiatives and an implementation framework to coordinate cancer control across jurisdictions. It focuses on a specific disease area at the national level and therefore fits the GHPL category 'National Control Plan'.",True,COAG Improving Cancer Care Initiative: National Cancer Work Plan,Action Plan,Cancer,Agency,2012,Australia,English,,0.88,1.0,26.281469106674194,True,
Concept-Project-Information-Document-Integrated-Safeguards-Data-Sheet-Improving-Access-to-and-Value-from-Health-Services-in-PNG-Financing-the-Frontlines-P.pdf,True,0.95,"This is a World Bank Project Information Document / Integrated Safeguards Data Sheet for a health sector project in Papua New Guinea. The World Bank is an authoritative multilateral development institution that routinely produces official health policy and financing documents and works with national health authorities (NDoH, Department of Treasury are listed).",False,0.95,"This is a project PID/ISDS (concept-stage project document) and safeguards note — a project proposal/implementation document. It does not itself constitute a national policy, law, national health strategy, disease control plan, action plan with implementation timelines, or clinical/public-health guideline.",False,,,,,,,,,,,11.230852365493774,True,
Cerp-for-schools-policy-in-brief.pdf,True,0.95,This is published by the American Heart Association / American Stroke Association (visible logos and referenced authors). The AHA is a major national professional medical association that issues policy statements and guidance and qualifies as an authoritative health source.,True,0.95,"The document is a formal policy statement / policy brief outlining goals, priorities, recommended actions and stakeholder roles for Cardiac Emergency Response Plans in schools. It functions as a policy statement rather than a law, national strategy, control plan, action plan, or technical guideline.",True,Cardiac Emergency Response Planning for Schools: A Policy Statement,Policy,Cardiovascular Health,Association,2016,United States,English,,0.96,1.0,24.56751823425293,True,
IRL_D1aiaa_S23_Hypertension.pdf,True,0.95,"This is a clinical practice guideline produced jointly by the European Society of Cardiology (ESC) and the European Society of Hypertension (ESH), both authoritative professional medical societies that set standards for cardiovascular care. It is an evidence-based, society-endorsed document co-published in major journals (European Heart Journal, Journal of Hypertension).",True,0.95,"The document is a formal, evidence-based clinical practice guideline: it contains graded recommendations, levels of evidence, diagnostic and treatment guidance, and implementation-oriented sections (targets, treatment algorithms). This matches the GHPL 'GUIDELINE' category.",True,2018 ESC/ESH Guidelines for the Management of Arterial Hypertension,Health Guideline,Cardiovascular Health,Society,2018,,English,,0.925,0.875,28.418399810791016,True,
Modify-heart-policy-for-pediatric-candidates-and-intended-blood-group-incompatible-aboi-offers_heart_pc-winter-2023.pdf,True,0.95,"This is an OPTN (Organ Procurement and Transplantation Network) public comment proposal prepared by the OPTN Heart Transplantation Committee and UNOS Policy staff. OPTN/UNOS develop and maintain national organ allocation policy under federal authority (HRSA/NOTA), so this is an authoritative health policy source addressing allocation criteria for pediatric organ transplantation.",True,0.95,"The document is a formal policy proposal to change OPTN allocation and eligibility rules (it includes proposed policy language, affected policy sections, implementation/monitoring discussion). This is a POLICY (formal policy/criteria document), not a research paper or guidance only.",True,Public Comment Proposal: Modify Heart Policy for Intended Incompatible Blood Type (ABOi) Offers to Pediatric Candidates,Policy,Cardiovascular Health,Association,2023,United States,English,,0.96,1.0,29.8998544216156,True,
2010-116-1.pdf,True,0.95,"This is published by the U.S. Department of Health and Human Services / Centers for Disease Control and Prevention (NIOSH). It includes official logos, publication number (DHHS (NIOSH) Publication No. 2010–116), and CDC contact details, indicating an authoritative government public health source.",False,0.9,"The document is a public-facing fact sheet/brochure (sun exposure/skin cancer prevention) intended for education. It does not present a formal policy, law, national strategy, control plan, action plan, or systematically developed clinical/public health guideline, so it does not fit any of the six GHPL categories.",False,,,,,,,,,,,14.570592164993286,True,
Pfoa_pfosmonograph_508.pdf,True,0.99,"This document is an NTP Monograph produced by the National Toxicology Program (Office of Health Assessment and Translation), National Institute of Environmental Health Sciences, U.S. Department of Health and Human Services — an authoritative government health/science agency.",False,0.98,"This is a scientific systematic review / monograph on immunotoxicity of PFOA/PFOS. It is a research assessment/hazard identification document, not a policy, law, national health strategy, national control plan, action plan, or clinical/public-health guideline.",False,,,,,,,,,,,11.640466690063477,True,
Facilitator_Manual_0724_0.pdf,True,0.95,"This is published by the National Department of Health, Republic of South Africa (official logos, contact details, publisher line and gov.za URL are present) and therefore is from an authoritative government health source.",False,0.9,"The document is a 'Basic TB Training Manual (Facilitator)' — a training/education resource. It does not establish policy goals, legal rules, a national strategy/control plan, action plan, or formal evidence-based clinical guideline. Training manuals are explicitly listed as excluded.",False,,,,,,,,,,,14.596191644668579,True,
Subm-a78185-food-nutrition-cso-caribbean-csos.pdf,False,0.9,"This document is a civil society questionnaire submission authored by NGOs and a university law unit (Healthy Caribbean Coalition, Jamaica Youth Advocacy Network, Heart Foundations, Law and Health Research Unit). It is not issued by a government ministry, WHO/UN agency, national public health institute, or other official health authority, so it is not from an authoritative health source.",False,0.9,"The document is a stakeholder consultation/advocacy submission responding to questions about food, nutrition and the right to health. It discusses policy issues and examples but is not itself a formal policy, law, national strategy, national control plan, action plan, or officially issued guideline. Therefore it does not fit any of the six GHPL categories.",False,,,,,,,,,,,8.519354820251465,True,
