filename,question_1a_health_policy,question_1a_confidence,question_1a_explanation,question_1b_ghpl_categories,question_1b_confidence,question_1b_explanation,metadata_extracted,title,doc_type,health_topic,creator,year,country,language,governance_level,overall_confidence,metadata_completeness,processing_time_seconds,processed,error_message
Osh-cessation-over-time-spanish-2021-28802-audio-des.pdf,True,0.98,Document is a consumer-facing smoking-cessation timeline produced by the U.S. Centers for Disease Control and Prevention (CDC) — a national government public health agency (CDC logo and CDC.GOV link are present).,False,0.95,"The content is an educational/public information video transcript (patient education material). It does not set policy, create law, provide a national strategy/control plan, outline an action plan, or constitute an evidence-based clinical/public-health guideline.",False,,,,,,,,,,,8.793027400970459,True,
Ken_B5_National_Cervical_Cancer_Prevention_Plan_FINALFeb_2012.pdf,True,0.95,"This is an official strategic plan produced by the Government of Kenya (Ministry of Public Health & Sanitation and Ministry of Medical Services) with ministerial foreword, logos, and ministry contact details — indicating an authoritative national health source.",True,0.95,"The document is the 'National Cervical Cancer Prevention Program Strategic Plan 2012–2015' that defines vision, goals, objectives, targets and implementation strategies for a specific national disease control effort — matching the definition of a National Control Plan.",True,"value='National Cervical Cancer Prevention Program Strategic Plan 2012-2015' confidence=0.9 evidence=""Cover page: 'National Cervical Cancer Prevention Program' and subtitle 'Strategic Plan 2012 -2015'."" source_page=1 alternatives=['National Cervical Cancer Prevention Strategic Plan 2012-2015', 'National Cervical Cancer Prevention Program: Strategic Plan 2012-2015']","value=<DocType.NATIONAL_CONTROL_PLAN: 'National Control Plan'> confidence=0.8 evidence=""Cover and header: 'National Cervical Cancer Prevention Program' and repeated references to 'Strategic Plan 2012 -2015' describing a national strategic framework for cervical cancer prevention."" source_page=1 alternatives=['Policy', 'National Health Strategy', 'Action Plan']","value=<HealthTopic.CANCER: 'Cancer'> confidence=1.0 evidence=""Title and throughout the document: 'National Cervical Cancer Prevention Program', 'cervical cancer' (multiple occurrences)."" source_page=1 alternatives=['Non-Communicable Disease']","value=<Creator.MINISTRY: 'Ministry'> confidence=1.0 evidence=""Cover header: 'Ministry of Public Health and Sanitation and Ministry of Medical Services' (document produced by Ministries)."" source_page=1 alternatives=['Agency', 'Association']","value=2012 confidence=1.0 evidence=""Cover and footer: 'Strategic Plan 2012 -2015', 'January 2012' and document footer states 'Revised and printed with support of USAID | ACCESS Uzima - Jan 2012'."" source_page=1 alternatives=['2011', '2015']","value='Kenya' confidence=1.0 evidence=""Foreword and multiple sections reference Kenya explicitly (e.g., 'Cervical cancer is a major public health concern in Kenya'; Ministry addresses and Nairobi postal address)."" source_page=2 alternatives=['Republic of Kenya']","value='English' confidence=1.0 evidence='Entire document text is in English (e.g., Foreword, Introduction, Strategy sections).' source_page=2 alternatives=['English (Kenya)']",,0.945,1.0,27.63607430458069,True,
Cancer_Research_Agenda_Kenya.pdf,True,0.95,This document is issued by the Ministry of Health (Kenya) / National Cancer Control Programme — contains official crest/letterhead and contact details — so it is from an authoritative government health source.,False,0.85,"This is a 'Cancer Research Agenda' listing research priorities to support cancer control. It does not itself define policy goals, legal rules, a comprehensive national health strategy, a disease control plan with targets/implementation timelines, an action/implementation plan, or formal clinical/public-health guidelines. Although linked to the National Cancer Control Strategy, the document is a research-priority summary and therefore does not fit any of the six GHPL categories.",False,,,,,,,,,,,10.91059684753418,True,
Final-Technical-Assessment-Tamil-Nadu-Health-System-Reform-Program-P166373.pdf,True,0.9,"This is a World Bank technical assessment/report on the Tamil Nadu Health System Reform Program. The World Bank is an international, authoritative development organization that routinely produces policy-relevant health system analyses in partnership with governments, so the document qualifies as coming from an authoritative health-related source.",False,0.9,"The document is an external technical assessment/report rather than an official government policy, law, national health strategy, national control plan, action plan, or formal clinical/public-health guideline. It describes and reviews existing state policies and programs but does not itself constitute one of the six GHPL document types.",False,,,,,,,,,,,20.793837547302246,True,
Ovarian-cancer-infographic-508.pdf,True,0.97,"This document is from the CDC (National Comprehensive Cancer Control Program) and bears official CDC branding. It is produced by a national public health agency, which qualifies as an authoritative health source.",False,0.95,"The content is an informational spotlight/fact sheet describing demonstration activities and outcomes (education, referral systems, patient navigation, survivor workshops). It does not present a formal policy, law, national strategy/control plan, action plan with implementation timelines, or an evidence-based guideline; therefore it does not fit any of the six GHPL categories.",False,,,,,,,,,,,7.4809136390686035,True,
24_0020.pdf,True,0.95,This is a peer-reviewed research article published in the CDC journal 'Preventing Chronic Disease' and hosted on the CDC website. The Centers for Disease Control and Prevention is an authoritative national public health agency.,False,0.95,"The document is an original research article reporting an evaluation study of an inflatable colon intervention; it does not present a policy, law, national strategy, control plan, action plan, or formal clinical/public‑health guideline.",False,,,,,,,,,,,25.12680745124817,True,
IND_D1_guidelines_for_the_management_of_cardiovascular_diseases_in_India.pdf,True,0.95,"The document is issued by the Ministry of Health & Family Welfare, Government of India and was prepared by a national expert task group — an authoritative national health source.",True,0.9,"Titled ‘Guidelines for the Management of Cardiovascular Diseases in India’ and providing evidence-based clinical management recommendations, it fits the GUIDELINE category of GHPL.",True,"value='Guidelines for the Management of Cardiovascular Diseases in India' confidence=0.9 evidence='Front page heading in all caps: ""GUIDELINES FOR THE MANAGEMENT OF CARDIOVASCULAR DISEASES IN INDIA"" (converted to title case for the extracted title).' source_page=1 alternatives=['Guidelines for the Management of Cardiovascular Diseases in India Part 1', 'Guidelines for the Management of Cardiovascular Diseases']","value=<DocType.HEALTH_GUIDELINE: 'Health Guideline'> confidence=0.9 evidence='Front page header: ""GUIDELINES FOR THE MANAGEMENT OF CARDIOVASCULAR DISEASES IN INDIA""; document is a set of clinical management guidelines prepared by a governmental task group.' source_page=1 alternatives=['Policy']","value=<HealthTopic.CARDIOVASCULAR_HEALTH: 'Cardiovascular Health'> confidence=1.0 evidence='""GUIDELINES FOR THE MANAGEMENT OF CARDIOVASCULAR DISEASES IN INDIA"" (front page) and multiple sections on STEMI, congenital heart disease, cyanotic spells, rheumatic heart disease throughout the document.' source_page=1 alternatives=['Non-Communicable Disease']","value=<Creator.MINISTRY: 'Ministry'> confidence=1.0 evidence='Front page: ""Ministry of Health & Family Welfare Govt. of India, New Delhi""' source_page=1 alternatives=['Agency', 'Association']","value=None confidence=0.0 evidence='No explicit publication year is present on the provided pages. References cite years (2006-2009) but a publication date for this guideline is not shown in the extracted text.' source_page=None alternatives=['2008', '2009']","value='India' confidence=1.0 evidence='Front page: ""Govt. of India, New Delhi"" and multiple content references to Indian context and Indian experts.' source_page=1 alternatives=['Republic of India']","value='English' confidence=1.0 evidence='Document text is in English throughout (e.g., headings and body text on pages provided).' source_page=1 alternatives=None",,0.912,0.875,30.95451045036316,True,
6309f349576dee9405056a22.pdf,True,0.95,"This is an official document produced and owned by the Ministerio de Salud (Government of Chile). The cover shows the ministry logo and the text inside references formal approval: “Oficializa ‘Manual control de síntomas, Cuidados Paliativos onco pediátricos’, por Resolución Exenta Nº671 ... 8 de octubre, 2013.” These features indicate an authoritative national health source.",True,0.92,"The document is a nationally issued clinical manual/protocol for symptom control in pediatric palliative oncology, providing evidence summaries, treatment recommendations and practical guidance for clinicians. It functions as a clinical guideline rather than a law, strategy, or action plan.",True,"value='Manual Control De Síntomas Cuidados Paliativos Cáncer Infantil' confidence=1.0 evidence=""Cover page (all-caps): 'MANUAL CONTROL DE SÍNTOMAS CUIDADOS PALIATIVOS CÁNCER INFANTIL' and 'Manual de Protocolos 2013'. Title converted from ALL CAPS to title case as requested."" source_page=1 alternatives=['Manual de Protocolos 2013', 'Manual Control de Síntomas: Cuidados Paliativos Cáncer Infantil', 'Manual Control de Síntomas Cuidados Paliativos Cáncer Infantil']","value=<DocType.HEALTH_GUIDELINE: 'Health Guideline'> confidence=0.9 evidence=""Cover and header: 'Manual de Protocolos 2013' and the document is a clinical/protocol manual from the Ministry of Health (not explicitly labeled as 'Health Guideline' but clearly a clinical guidance/manual)."" source_page=1 alternatives=['Policy', 'Action Plan', 'National Control Plan']","value=<HealthTopic.CANCER: 'Cancer'> confidence=1.0 evidence=""Multiple explicit references to cancer and pediatric oncology in the title and body: 'CUIDADOS PALIATIVOS CÁNCER INFANTIL', 'Cáncer infantil', 'Programa Nacional de Cáncer'."" source_page=1 alternatives=['Non-Communicable Disease', 'Cancer']","value=<Creator.MINISTRY: 'Ministry'> confidence=1.0 evidence=""Page 2: 'Este documento ha sido elaborado por Ministerio de Salud' and cover shows 'Ministerio de Salud' and 'Gobierno de Chile'."" source_page=2 alternatives=['Agency', 'Ministry']","value=2013 confidence=1.0 evidence=""Multiple explicit mentions: cover and header 'Manual de Protocolos 2013' and page 2 '1ª Edición noviembre 2013'."" source_page=1 alternatives=['2013', '1ª Edición noviembre 2013']","value='Chile' confidence=1.0 evidence=""Cover and footer: 'Gobierno de Chile' and location statements 'Santiago de Chile' on page 2."" source_page=1 alternatives=['Chile']","value='Spanish' confidence=1.0 evidence=""Document text is entirely in Spanish (e.g., 'Este documento ha sido elaborado por Ministerio de Salud', 'Manual de Protocolos')."" source_page=2 alternatives=['Spanish', 'Español']",,0.985,1.0,42.33342909812927,True,
22_0063.pdf,True,0.95,"This article appears in Preventing Chronic Disease, a peer-reviewed journal published by the U.S. Centers for Disease Control and Prevention (CDC). Authors include CDC-affiliated personnel and the document displays CDC branding and contact information, indicating an authoritative government public health source.",False,0.95,"The document is an editorial/research article summarizing evidence and studies about cancer screening prevalence and associated factors. It does not contain a formal policy, law, national strategy, national control plan, action plan, or systematically developed guideline with implementation details or legal/official approval language.",False,,,,,,,,,,,7.821798086166382,True,
Risk-Factors-Checklist.pdf,True,0.9,The document is a public-education checklist produced by the National Blood Clot Alliance and explicitly funded/endorsed as a campaign by the U.S. Centers for Disease Control and Prevention (CDC)/U.S. Dept. of Health and Human Services. It is therefore from an authoritative health source (an NGO working closely with a national public health agency).,False,0.95,"This is a patient/public education brochure/checklist about blood clot risk factors. It does not contain policy goals, legal force, national strategy, implementation actions, or systematic evidence-based clinical guidance. It matches none of the six GHPL categories (it is explicitly an educational/fact-sheet type item).",False,,,,,,,,,,,7.135107040405273,True,
USA_B5_call-to-action-prevent-skin-cancer.pdf,True,0.95,"This is an official U.S. federal document published by the U.S. Department of Health and Human Services (Office of the Surgeon General) and prepared by the CDC under the Surgeon General’s direction. It carries official seals, forewords by senior HHS/Surgeon General officials, and is an authoritative public health communication from government agencies.",True,0.85,"This document is a national-level 'Call to Action' that sets goals, priorities, and stakeholder roles for preventing skin cancer (it outlines national goals and recommended actions across individuals, clinicians, communities, employers, and policymakers). It functions as an official policy/strategic statement rather than a narrow research report or clinical guideline. Therefore it best fits the POLICY category in the GHPL taxonomy (a formal statement defining goals, priorities, and stakeholder roles).",True,"value='The Surgeon General’s Call to Action to Prevent Skin Cancer' confidence=0.9 evidence='Prominent document title shown in all caps: ""THE SURGEON GENERAL’S CALL TO ACTION TO PREVENT SKIN CANCER"" (converted to title case per instructions).' source_page=3 alternatives=[""Surgeon General's Call to Action to Prevent Skin Cancer"", 'The Surgeon General Call to Action to Prevent Skin Cancer']","value=<DocType.ACTION_PLAN: 'Action Plan'> confidence=0.9 evidence='Document title repeatedly shown as ""THE SURGEON GENERAL’S CALL TO ACTION TO PREVENT SKIN CANCER"" — language indicates a Call to Action (action plan).' source_page=3 alternatives=['Policy', 'Health Guideline']","value=<HealthTopic.CANCER: 'Cancer'> confidence=1.0 evidence='Title and content explicitly refer to skin cancer throughout (e.g., ""TO PREVENT SKIN CANCER"", ""Skin cancer is the most commonly diagnosed cancer..."").' source_page=3 alternatives=['Non-Communicable Disease']","value=<Creator.AGENCY: 'Agency'> confidence=1.0 evidence='Published by U.S. Department of Health and Human Services / Office of the Surgeon General (federal agency). (e.g., ""U.S. DEPARTMENT OF HEALTH AND HUMAN SERVICES"", ""Office of the Surgeon General"").' source_page=2 alternatives=['Ministry', 'Association']","value=2014 confidence=1.0 evidence='Suggested citation lists publication year: ""The Surgeon General’s Call to Action to Prevent Skin Cancer. Washington, DC: U.S. Dept of Health and Human Services, Office of the Surgeon General; 2014.""' source_page=2 alternatives=['2013']","value='United States' confidence=1.0 evidence='Multiple references to U.S. governmental bodies: ""U.S. DEPARTMENT OF HEALTH AND HUMAN SERVICES"", ""U.S. Public Health Service"", and U.S.-based contact/citation information.' source_page=2 alternatives=['United States of America', 'USA']","value='English' confidence=1.0 evidence='All document text and headings are in English (example: ""Message from the Assistant Secretary for Health, U.S. Department of Health and Human Services"").' source_page=5 alternatives=['English (US)']",,0.96,1.0,34.66531825065613,True,
G2050_Cardiovascular_Disease_Risk_Assessment.pdf,False,0.92,"This document is an insurer's coverage policy from Blue Cross and Blue Shield of Louisiana (commercial health insurer) with Avalon as an advisor. It is not a government agency, WHO/UN body, national public health institute, or professional society issuing official national guidance, so it does not meet the definition of an 'authoritative health source' per the provided criteria.",True,0.9,"The document is an organizational coverage policy setting coverage criteria, indications/limitations, effective dates and revision history for cardiovascular disease risk assessment testing. This matches the 'POLICY' category (a formal statement defining parameters for action). It is not a law, national strategy, national control plan, action plan with implementation timelines at national level, nor a clinical guideline produced by a national/international professional society.",False,,,,,,,,,,,12.78679871559143,True,
Program-HHFA_Tools_Review_Updated.pdf,True,0.95,"Document bears the Ministry of Health letterhead/logo and is from the Health Sector Monitoring and Evaluation Unit; it is an official meeting program for an HHFA (Household Health Facility Assessment) tools review involving MOH and WHO presenters, indicating an authoritative government/WHO source.",False,0.9,"This is a meeting program/agenda (5‑day workshop schedule) for a tools review. It does not present a policy, law, national strategy, control plan, action plan, or formal guideline — it is an event/programme, which is excluded from the six GHPL categories.",False,,,,,,,,,,,5.394530773162842,True,
Sa   covi 19 epidemic trends and next steps.pdf,True,0.95,The slides are prepared for the Minister of Health and display the Republic of South Africa Department of Health logo; authored by the Chair of the Ministerial Advisory Group and CAPRISA members. This indicates an official government advisory/health authority source rather than a purely academic or commercial origin.,False,0.9,"This is a briefing/presentation (epidemic trends, response stages and recommendations) rather than a formal Policy, Law, National Health Strategy, National Control Plan, Action Plan or evidence-based Guideline. It lacks binding/legal language, formal goals/targets or detailed implementation timelines required for GHPL categories.",False,,,,,,,,,,,12.15009069442749,True,
20-4895-app1.pdf,True,0.9,"This is an appendix to a research article published in Emerging Infectious Diseases, a peer-reviewed journal of the U.S. Centers for Disease Control and Prevention (a national public health institute/government agency). That makes the source an authoritative health authority, though the content itself is a research/supplementary document rather than an official policy.",False,0.95,"The document is a research article appendix with data tables, references, and methods related to COVID-19–associated pulmonary aspergillosis. It is not a policy, law, national strategy, national control plan, action plan, or formal evidence-based guideline.",False,,,,,,,,,,,9.709952592849731,True,
Notice IMCI HCC messages.pdf,True,0.98,"The document is on official Republic of South Africa Department of Health letterhead, includes government logos, contact details and is signed by the Acting Chief Director for Child, Youth and School Health — indicating an authoritative government health source.",False,0.92,"This is a departmental notice/operational communication about IMCI household and community messages and use of the Road-to-Health booklet. It is an announcement/guidance notice, not a formal policy, law, national strategy, national control plan, action plan, or an evidence-based clinical/public-health guideline as defined by the GHPL categories.",False,,,,,,,,,,,16.88216996192932,True,
Heart-failure-action-plan-te-reo-maori.pdf,False,0.8,"This is a patient-facing leaflet from the Heart Foundation of New Zealand (a registered health charity). It is a reputable NGO source but not a government ministry, WHO/UN agency, national public health institute, or a professional standards-setting body as defined in the prompt, so it does not meet the strict definition of an 'authoritative health source' used here.",False,0.95,"The content is an educational/action-plan style patient brochure for people with heart conditions (green/yellow/red self-management advice). It is not a formal policy, law, national strategy, national control plan, implementation/action plan for policy, or an evidence‑based clinical guideline – therefore it does not fit any of the six GHPL categories.",False,,,,,,,,,,,12.827924013137817,True,
Sore-throats-rheumatic-fever-teaching-units.pdf,True,0.85,"This document is published by the Heart Foundation of New Zealand (a national health NGO) and contains health education material about streptococcal sore throats, rheumatic fever and prevention. It was produced in consultation with a clinical nurse manager and aligns with the NZ school curriculum, indicating it is an authoritative public health education resource from a recognized national health organisation rather than a commercial source.",False,0.9,"This is an educational / teaching unit (lesson plans, activities, comic and inquiry plan) aimed at schools and the public. It is not a formal policy, law, national health strategy, national control plan, action/implementation plan, or an evidence-based clinical/public health guideline. Therefore it does not fit any of the six GHPL categories.",False,,,,,,,,,,,18.183091640472412,True,
16-0220.pdf,True,0.95,"This is a peer-reviewed research article published in Emerging Infectious Diseases, a journal of the U.S. Centers for Disease Control and Prevention (CDC), a national public health institute. Although the study authors are academic, the article is published by a government health authority, so the source is an authoritative health organization.",False,0.95,"The document is an original epidemiologic research/analysis (cohort study of S. aureus colonization and mortality). It does not present a policy, law, national strategy, control plan, action plan, or formal clinical/public-health guideline.",False,,,,,,,,,,,8.77824354171753,True,
Childrens_supplement_final.pdf,True,0.95,"This is a U.S. Environmental Protection Agency (EPA) Risk Assessment Forum publication (March 2005) providing technical guidance on assessing cancer risk from early-life exposures. As an official document from a national government health/environmental authority, it is an authoritative health policy-related source.",True,0.9,"The document is titled 'Supplemental Guidance' and provides evidence-based, formal advisory methodology for cancer risk assessment (including recommended default adjustment factors). This aligns with the GHPL ""GUIDELINE"" category (technical guidance for public health/risk assessment), not a law, national strategy, or action plan.",True,"value='Supplemental Guidance for Assessing Susceptibility From Early-Life Exposure to Carcinogens' confidence=1.0 evidence='Cover title: ""Supplemental Guidance for Assessing Susceptibility from Early-Life Exposure to Carcinogens"".' source_page=1 alternatives=['Supplemental Guidance for Assessing Susceptibility from Early-Life Exposure to Carcinogens (Risk Assessment Forum, U.S. EPA)']","value=<DocType.HEALTH_GUIDELINE: 'Health Guideline'> confidence=0.9 evidence='Cover and header: ""Supplemental Guidance for Assessing Susceptibility from Early-Life Exposure to Carcinogens"" and Preface describing this as ""Supplemental Guidance"" for cancer risk assessment.' source_page=1 alternatives=['Policy', 'Action Plan']","value=<HealthTopic.CANCER: 'Cancer'> confidence=0.9 evidence='Title and content repeatedly reference carcinogens and cancer risk (e.g., ""Assessing Susceptibility from Early-Life Exposure to Carcinogens"", ""Guidelines for Carcinogen Risk Assessment"").' source_page=1 alternatives=['Non-Communicable Disease']","value=<Creator.AGENCY: 'Agency'> confidence=1.0 evidence='Cover: ""U.S. Environmental Protection Agency"" and Risk Assessment Forum, U.S. EPA listed as preparing entity.' source_page=1 alternatives=['Ministry', 'Association']","value=2005 confidence=1.0 evidence='Cover: ""March 2005"".' source_page=1 alternatives=['2004', '2006']","value='United States' confidence=1.0 evidence='Cover: ""U.S. Environmental Protection Agency Washington, DC 20460"" indicates U.S. origin.' source_page=1 alternatives=['United States of America', 'USA']","value='English' confidence=0.9 evidence='Document text and headings are in English (e.g., ""Preface"", ""Introduction"", ""Supplemental Guidance"").' source_page=1 alternatives=['EN']",,0.97,1.0,25.51830267906189,True,
Journeys-a3-posters.pdf,False,0.9,"The document is a public-facing brochure from the Heart Foundation (non-governmental charity/health NGO) featuring patient stories and promotional/contact information. It is not issued by a government agency, WHO/UN, national public health institute, or a professional medical society producing formal policy, so I do not consider it an authoritative health policy source.",False,0.95,"This is an awareness/education brochure with personal stories and contact information. It does not contain policy goals, legal/regulatory text, a national strategy, a disease control plan, an implementation/action plan, or evidence-based clinical/public health guidelines — therefore it does not match any of the six GHPL categories.",False,,,,,,,,,,,17.03525996208191,True,
617118f96a328815c323e302.pdf,True,0.9,"This is an advocacy training toolkit produced and endorsed by AfrOx, AORTIC, ESMO and UICC. ESMO is a major professional medical society (and UICC is a leading international cancer control organisation), so the document is from authoritative health organisations rather than a purely commercial or individual source.",False,0.95,"The document is a training/advocacy toolkit and public education resource. It does not constitute a formal policy, law, national health strategy, national control plan, implementation action plan with timelines/responsibilities, or an evidence‑based clinical/public‑health guideline. It is therefore not one of the six GHPL categories.",False,,,,,,,,,,,13.361552238464355,True,
Strategies-to-Prevent-Cardiovascular-Disease-in-Singapore.pdf,True,0.9,"This is a whitepaper / joint statement produced and endorsed by recognised professional health organisations in Singapore (Singapore Heart Foundation, Singapore Cardiac Society, and the Chapter of Cardiologists, Academy of Medicine Singapore). These are authoritative health professional bodies involved in setting standards and advising on clinical/public health practice, and the document was published in the Annals of the Academy of Medicine Singapore.",False,0.9,"The document is an advocacy/position whitepaper and call-to-action proposing a three-pronged approach to support the national Healthier SG strategy. It is not an official government policy, legally binding instrument, comprehensive national health strategy or control plan, nor a formal clinical guideline with systematic evidence-review and implementation timelines. It lacks the concrete timelines, assigned responsibilities, or formal guideline development process required to fit the six GHPL categories.",False,,,,,,,,,,,17.0731520652771,True,
Malawi_National_Stakeholder_Workshop_Participant_List.pdf,False,0.85,"This file is a participant list for a Malawi National Stakeholder Workshop (names, titles, locations). While it lists many authoritative health organizations (MoH, WHO, UNICEF, CDC, etc.), the document itself is a meeting attendance/participant list—not an official publication, policy, or guidance issued by a government ministry or UN agency.",False,0.9,"Does not fit any GHPL category. It is a workshop participant list/meeting document (attendance sheet), which falls under meeting reports/proceedings and is explicitly excluded from POLICY, LAW, National Health Strategy, National Control Plan, Action Plan, or GUIDELINE.",False,,,,,,,,,,,8.810215950012207,True,
20a.-Non-Coronary-Vascular-Stents-GISP_APR-2023.pdf,False,0.7,"This appears to be an internal/professional technical review authored by individuals (SJ Gandy, JE Foster) for an MRI network (MPNET/MRI) and NHS colleagues. It lacks clear government/WHO/ministerial or national professional-society branding or formal approval language, so it does not meet the criterion for an authoritative national or international health source.",True,0.9,"The document is an evidence review with specific, actionable MRI safety recommendations for non‑coronary vascular stents (scanning conditions, SAR limits, operational procedures). That characterizes it as a clinical safety guideline rather than a law, national strategy, or action plan, so it fits the GHPL 'GUIDELINE' category.",False,,,,,,,,,,,11.415063381195068,True,
Strategic-Plan-2020-2025-1.pdf,True,0.95,"This is an official Ministry of Health & Medical Services document (Strategic Plan 2020–2025) with a ministerial message and foreword from the Permanent Secretary, ministry logo/letterhead and content setting national health direction. It is therefore from an authoritative government health source.",True,0.9,"The document is a comprehensive national strategic plan for the health sector (covers vision, mission, strategic priorities, outcomes, implementation/monitoring and aligns with national development plans). This matches the 'National Health Strategy' category (e.g. National Health Strategic Plan 2020–2025), not a law, guideline, or narrow control plan.",True,"value='Strategic Plan 2020 - 2025' confidence=1.0 evidence=""Cover title reads 'STRATEGIC PLAN 2020-2025' (converted to title case as requested)."" source_page=1 alternatives=['Strategic Plan – 2020 - 2025', 'Ministry of Health & Medical Services Strategic Plan 2020-2025']","value=<DocType.NATIONAL_HEALTH_STRATEGY: 'National Health Strategy'> confidence=0.8 evidence=""Document title and content identify this as a national strategic plan setting direction for the Ministry for 2020-2025 (e.g., cover: 'STRATEGIC PLAN 2020-2025'; multiple sections describe national-level strategic priorities and outcomes)."" source_page=1 alternatives=['Policy', 'Action Plan']","value=<HealthTopic.NON_COMMUNICABLE_DISEASE: 'Non-Communicable Disease'> confidence=0.9 evidence=""Explicit references to non-communicable diseases and related strategies throughout the document (e.g., 'Reduce communicable disease and non-communicable disease prevalence' under Strategic Priority 1; many references to NCDs, cancer and cardiovascular disease in the references and main text)."" source_page=8 alternatives=['Cancer', 'Cardiovascular Health']","value=<Creator.MINISTRY: 'Ministry'> confidence=1.0 evidence=""Cover and document header state 'MINISTRY OF HEALTH & MEDICAL SERVICES' and the text repeatedly refers to 'Ministry of Health and Medical Services (MHMS)'."" source_page=1 alternatives=['Agency', 'Foundation']","value=2020 confidence=0.8 evidence=""The plan covers the period 2020-2025 and is titled 'Strategic Plan 2020-2025'; publication year is inferred as the start year of the planning period."" source_page=1 alternatives=['2021', '2020-2025']","value='Fiji' confidence=1.0 evidence=""Document repeatedly references Fiji and Fijians (e.g., 'The wider context impacting the health of Fijians', references to Fiji Bureau of Statistics and national development plans)."" source_page=6 alternatives=['Republic of Fiji']","value='English' confidence=1.0 evidence='Document text is in English throughout (e.g., Message from the Minister, Foreword, Strategic Priorities).' source_page=5 alternatives=None",,0.93,1.0,37.35836863517761,True,
Investigating-reports-cancer-clusters-canada-qualitative-study-public-health-communication-practices-investigation-procedures.pdf,False,0.95,"This is a peer‑reviewed research article published in the journal Health Promotion and Chronic Disease Prevention in Canada, authored by university and public‑health researchers. It is an academic study of public health practices rather than a document issued by a government ministry, national public health institute, or professional body with official policy authority.",False,0.95,"The document is a research article reporting qualitative study findings and recommendations. It is not a formal policy, law, national strategy, national control plan, action plan, or an official evidence‑based guideline/standard operating procedure; it discusses and recommends such instruments but does not itself constitute one.",False,,,,,,,,,,,12.032227754592896,True,
New-Patient-Forms-2021.pdf,False,0.95,"This is a private dental clinic document (Dixie Dental / Brandon D. Henderson, DMD) containing patient intake, medical history, consent, and financial policy forms — not from a government, WHO, national public health institute, or professional body that sets policy.",False,0.95,"The content is administrative/clinical consent and patient forms (medical history, consent to proceed, financial policy). It is not a POLICY, LAW, NATIONAL HEALTH STRATEGY, NATIONAL CONTROL PLAN, ACTION PLAN, or evidence-based GUIDELINE as defined by the GHPL categories.",False,,,,,,,,,,,7.267948389053345,True,
Cancer_plan_for_children_and_young_people_Scotland_2012_2015.pdf,True,0.95,"This is an official Scottish Government / NHS Scotland publication (covers foreword by Nicola Sturgeon, Scottish Government imprint, NHS Scotland logo and ISBN) setting national service arrangements for children and young people with cancer. It is an authoritative government health document.",True,0.94,"The document is a national cancer plan (titled ""Cancer Plan for Children and Young People in Scotland 2012-15"") that defines goals, priorities, governance, service delivery and implementation for a specific disease area at national level — fitting the definition of a National Control Plan.",True,"value='Cancer Plan for Children and Young People in Scotland 2012-15' confidence=0.9 evidence=""Prominent cover title: 'Cancer Plan for Children and Young People in Scotland 2012-15' (cover page)."" source_page=1 alternatives=['Managed Service Network for Children and Young People with Cancer in Scotland', 'Cancer Plan for Children and Young People in Scotland']","value=<DocType.ACTION_PLAN: 'Action Plan'> confidence=0.9 evidence=""Document title displayed as 'Cancer Plan for Children and Young People in Scotland 2012-15' and framed as a plan setting priorities for the next three years (Executive Summary, priorities listed)."" source_page=1 alternatives=['Policy', 'National Health Strategy']","value=<HealthTopic.CANCER: 'Cancer'> confidence=1.0 evidence=""Title and repeated references throughout: 'Cancer Plan for Children and Young People in Scotland', 'children and young people with cancer', and multiple cancer-specific sections (e.g. Diagnosis, Staging and Treatment; Palliative Care)."" source_page=1 alternatives=[]","value=<Creator.MINISTRY: 'Ministry'> confidence=0.9 evidence=""Document published by 'The Scottish Government' and 'Published by the Scottish Government, March 2012' (Scottish Government is the devolved government ministry/department)."" source_page=2 alternatives=['Agency', 'Association']","value=2012 confidence=1.0 evidence=""Multiple explicit references to 2012: 'The Scottish Government, Edinburgh 2012' and 'Published by the Scottish Government, March 2012' and copyright line '© Crown copyright 2012'."" source_page=2 alternatives=['2012-2015']","value='Scotland' confidence=0.9 evidence=""Published by 'The Scottish Government, Edinburgh'; Scottish Government and Scottish logos on the cover."" source_page=2 alternatives=['United Kingdom']","value='English' confidence=0.9 evidence=""All document text shown is in English (e.g. 'Foreword', 'Executive Summary', section headings and body text)."" source_page=4 alternatives=[]",,0.925,1.0,27.285147666931152,True,
Breakfast-ideas-a4-kiribati.pdf,True,0.85,The document bears the Heart Foundation (heartfoundation.org.nz) and Pacific Heartbeat logos and is a public health education poster about healthy breakfast choices in Kiribati. It originates from recognized health NGOs/charities (Heart Foundation) that provide authoritative public health guidance (non-governmental but reputable).,False,0.95,"This is an educational/health promotion brochure/poster (public-facing nutrition advice). It does not contain policy, law, national strategy, control plan, action plan, or formal evidence-based clinical/public health guideline content, so it does not fit any of the six GHPL categories.",False,,,,,,,,,,,11.79707932472229,True,
